chunk1,chunk2,vector
The battery,A battery,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
the circuit,at the terminals,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
bulb a,each bulb,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
when,When,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
is connected,are contained,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
the switch between the bulb and the battery,the switch and the bulb,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]"
within the same closed path,in the same closed path,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
is contained,was contained,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
bulb a,Bulb A,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
as the battery,with the battery.,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
in a dfferent path,in the same closed path,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
Switch Y,Switch Y and bulb A,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
was,are not,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
are,were contained,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
bulbs b and c,Bulb B and Bulb C,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
with the battery.,with the battery.,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
in a closed path,in the same closed path,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
the gap,by the gap,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
in terminal 2,Terminal 2 and the positive terminal,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
of the paths.,no closed path,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
a closed path,which,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
with nothing else,does not contain any other components,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
is,is contained,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
the battery,The battery,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
in a closed path,in a closed path,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
with the battery,with the battery,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
are,are,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
bulbs a and c,Bulbs A and C,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
on a closed path,in closed paths,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
The light bulb,no bulb,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
is not,is,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
in a closed path,in a path,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
in a closed path,in which,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
in different paths,in different paths,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
bulbs a and c,A and C,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
are contained,are,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
with the battery.,with the battery,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
Bulb B and C,Bulb B and Bulb C,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
were contained,were contained,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
in a closed path,in the same closed path,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
with the battery,with the battery.,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
terminal 1 to terminal 6,Terminals 1 and 6,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
is connected,are separated,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
the voltage,different electrical states,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
in the battery,A battery,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
are,are contained,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
the switch and the bulb,the switch and the bulb,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
in the same path.,in the same path,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
If,When,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
"between the battery""""s",A battery,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
"two terminals""",at the terminals,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"""the electrical state difference",different electrical states,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
a gap,by the gap,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
between terminal 3 and the positive terminal,Terminal 3 and the positive terminal,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
is,are separated,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]"
The voltage,different electrical states,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
the positive battery terminal from terminal 3.,Terminal 3 and the positive terminal,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
by a gap,by the gap,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
is separarted,are separated,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
a gap,no gap,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
in the connection.,between the terminals,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
there,there,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
is,is,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
a gap,by a gap.,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
the voltage,voltage,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
"between the terminals,",two terminals,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
if,If,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
the bulb,the bulb,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
a path,in the same path,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
is connected,are,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
will be off.,affects,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"to an oen switch,",a bulb and a switch,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]"
"to an oen switch,",the switch,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
a closed path,in a closed path,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
for B and C,bulbs B and C,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
still,still,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
complete paths,in closed paths,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
to the battery,with the battery,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
still,still,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
Bulbs A and C,A and B,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
are contained,are,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
with the battery,with the battery.,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
in closed paths,in a closed path,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
bulb A,Bulb A,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
was,was contained,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
on,in the same closed path with the battery.,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
are not,are,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
on the same path,in different paths,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
bulb a and bulb c bulb B,"A, B and C","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
the light bulb and battery,the bulb and the battery,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
Both,the bulb and the battery,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
in a closed path.,in a closed path,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
must be,are,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
of the battery,the battery,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
the positive path,in an open path,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
a closed circuit battery.,in a closed path,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
voltage,A battery,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
the terminals,at the terminals,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
a difference in electrical states,different electrical states,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
in the circuit,two terminals,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
whether,whether,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
electrical states,voltage,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
will determine,indicates,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
a gap or connection,by a gap.,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]"
no gap,by the gap,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
between the positive battery terminal and terminal 6,Terminal 6 and the positive terminal,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
is,are not separated,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
When,When,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
is,are contained,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
in the path,in the same path,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
the switch of the bulb.,the switch and the bulb,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
an open switch,the open switch,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
a gap.,a gap,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
creates,creates,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
a complete path,a closed path,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
still,still,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
switch z to the battery,"Switch Z, Switch X, Bulbs A and C and the battery","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
of the gap,by a gap,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
with a battery and bulb,the bulb and a battery,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
A closed path,a closed path,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
with a battery and bulb,containing both,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
Bulb B,Bulb B,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
in a independent path,in a separate path,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
is,is,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
are connected,are connected,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
bulbs,"Terminals 1, 2 and 3","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
to the negative terminal of the battery,to the negative battery terminal,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
the path,in a circuit,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
will be damaged,is a gap,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]"
is separated,are separated,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
the positive terminal from terminal 3,Terminal 3 and the positive terminal,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
by a gap,by the gap,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
creates,creates,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
a break,a gap,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
A switch,the open switch,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
the same voltage,in the same electrical state,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
terminal 1 and 2,Terminals 1 and 2,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
Switch Y Bulb A,Switch Y and bulb A,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
in a different path,in the same closed path,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
is,are not,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
The two terminals of a battery,at the terminals,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
a chemical reaction,a chemical reaction,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
due to,uses,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
inside the battery,A battery,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
will always have,to maintain,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
different electrical states,different electrical states,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
by a gap,by a gap,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
from terminal 4,terminal 4,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
the negative batter terminal,from the negative battery terminal,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
is seperated,is separated,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
on the same closed path,a different path,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
seperate,containing,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
from bulb a,A,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
bulbs b anc c,B and C,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
are,containing,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
the path between the battery and the light bulb,the path,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
is not closed,is not closed,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
are contained,are,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
in the same path,in different paths,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
bulb C and A,A and C,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
the terminals,the terminals,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
from not being connected,are not connected,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
the positive batter terminal from terminal 4,Terminal 4 and the positive terminal,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
a gap,by the gap,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
does not have,are not separated,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
on the same path,in the same path,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
are,are,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
as the battery,with the battery,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
bulbs B and C,B and C,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
terminal 1 to terminal 4,Terminals 1 and 4,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
is connetced,are connected,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
in their own closed paths,in closed paths,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
will be,are,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
b and c,bulbs B and C,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
with the battery.,with the battery,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
all the bulbs,A and C,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]"
on parralel paths,in different paths,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
are,are,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
are connected,are connected,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
to the positive battery terminal,to the positive battery terminal,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
"terminal 4, terminal 5, and terminal 6","Terminals 4, 5 and 6","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
is,is,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
no path,an incomplete circuit,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
there,there,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
from terminal 2 to terminal 6,Terminals 1 and 2,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
a gap,in the same electrical state,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
the same difference in electrical states,in the same electrical state,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
terminal 1 and 2,Terminals 1 and 2,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
to the negative battery terminal,to the negative battery terminal,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
terminal one,terminal 1,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
is connected,is connected,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
Bulb A,bulb A,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
bulbs B and C.,B and C,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
is not,are no longer,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
in the same path,in a closed path,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
the switch between the bulb and the battery.,the switch and the bulb,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]"
If,When,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
a gap,in the same path,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
the switch with the Bulb,the switch and the bulb,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
is contained,are contained,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
in the same path,in the same path,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
If,When,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
is,is,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
no gap,no gap,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
between the positive battery terminal and terminal 5,between terminal 5 and the positive terminal,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
there,There,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
are not connected,are not connected,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
the terminals,the terminals,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
between the bulb and the battery.,the bulb and a battery,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
Closed connection,a closed path,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
between the bulb and the battery.,both,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
within a closed path,in the same path,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
has to be,have to be,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
the switch with the bulb and battery,The switch and the bulb,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]"
terminal 6 to the positive terminal.,Terminal 6 and the positive terminal,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
is connected,are connected,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
in a closed path,in a closed path,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
with a battery.,with the battery.,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
Bulb a,Bulb A,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
was,is contained,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
the positive battery terminal to terminal 4.,Terminal 4 and the positive terminal,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
is connected,are connected,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
for bulb A,Bulb A,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
the closed path,in a closed path,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
existed,is contained,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
still,still,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
is connected,are connected,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
terminal 4 to the positive batterty terminal,Terminal 4 and the positive terminal,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]"
if,If,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
the path,in the same path,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
the attery,The battery,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
is not,is not,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
in a closed path,in a closed path,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
in a closed path,in the same closed path,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
bulbs B and C,Bulb B and Bulb C,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
with the battery.,with the battery.,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
were,were contained,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
still,still,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
When,When,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
in the same path,in the same path,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
the switch the bulb.,the switch and the bulb,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
is,are contained,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
the path is not closed.,is no closed path,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
Terminal 5 to the postive battery terminal,Terminal 5 and the positive terminal,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
is connected,are connected,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
because of the gap,are not connected,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
is,are,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
bulb B and C,bulbs B and C,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
still,still,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
with the battery.,with the battery,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
a closed path,in closed paths,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
battery,The battery,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
in bulb,in a path,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
is contained,is contained,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
there,there,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
a closed circuit.,a complete circuit,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
must be,is,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
are,are,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
to the battery,with the battery,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
b and c,bulbs B and C,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
of complete circuts,in closed paths,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
in a closed path,a closed path,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
a positive and negative connections,are not connected,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
a damaged bulb,a damaged bulb,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
creates,creates,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
a gap,a gap,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
causes,creates,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
an open switch,the open switch,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
a gap.,a gap,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
there,There,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
by the switch,switch Y and bulb A,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
a closed path,no path,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
by the switch,both,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
not effected,containing,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
was,is,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
is contained,must be contained,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
the other bulb,The damaged bulb and the other bulb,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
